date,wind,sr,rh,t
2018/9/23 3:00,1.8,0,74,19.8
2018/9/23 4:00,2,0,82,18.8
2018/9/23 5:00,1.1,0,84,18.6
2018/9/23 6:00,0.9,0.01,86,18.3
2018/9/23 7:00,1.9,0.41,79,19.5
2018/9/23 8:00,2,1.16,70,21.4
2018/9/23 9:00,2.3,1.84,61,22.9
2018/9/23 10:00,2.8,1.78,52,25.2
2018/9/23 11:00,2.4,2.78,45,26.8
2018/9/23 12:00,1.5,2.76,45,27.2
2018/9/23 13:00,2.5,2.76,45,29.3
2018/9/23 14:00,2.9,2.72,42,29.9
2018/9/23 15:00,2.2,1.81,47,28.8
2018/9/23 16:00,2.8,1.2,49,28.6
2018/9/23 17:00,3.2,0.58,53,27.9
2018/9/23 18:00,3.5,0.07,60,26.8
2018/9/23 19:00,2,0,63,26.3
2018/9/23 20:00,1.9,0,64,26.1
2018/9/23 21:00,2.4,0,66,25.7
2018/9/23 22:00,1.4,0,70,25.3
2018/9/23 23:00,2.5,0,74,24.6
2018/9/24 0:00,0.7,0,72,24.9
2018/9/24 1:00,0.7,0,71,23.7
2018/9/24 2:00,0.7,0,76,23.2
2018/9/24 3:00,1.5,0,77,23.2
2018/9/24 4:00,1.8,0,81,22.9
2018/9/24 5:00,1.6,0,79,22.9
2018/9/24 6:00,1.7,0.01,79,22.7
2018/9/24 7:00,2.1,0.36,75,23.4
2018/9/24 8:00,1.4,0.72,72,23.8
2018/9/24 9:00,2.5,1.25,66,25.1
2018/9/24 10:00,2,1.69,59,27
2018/9/24 11:00,1.1,2.59,54,28
2018/9/24 12:00,1.6,0.98,53,28
2018/9/24 13:00,4.2,1.48,53,28.6
2018/9/24 14:00,2,2.16,48,29.4
2018/9/24 15:00,3.1,1.3,54,28.6
2018/9/24 16:00,3,0.8,52,28.1
2018/9/24 17:00,2.8,0.38,49,27.3
2018/9/24 18:00,2.5,0.05,50,26.6
2018/9/24 19:00,3,0,54,25.9
2018/9/24 20:00,1.9,0,60,24.6
2018/9/24 21:00,3,0,61,24.6
2018/9/24 22:00,1.8,0,64,23.9
2018/9/24 23:00,2.5,0,62,24
2018/9/25 0:00,2.7,0,61,23.6
2018/9/25 1:00,1.6,0,64,23.1
2018/9/25 2:00,2,0,62,23.1
2018/9/25 3:00,2.1,0,61,22.7
2018/9/25 4:00,3.2,0,55,22.8
2018/9/25 5:00,1.9,0,63,21.9
2018/9/25 6:00,2.6,0,64,22.3
2018/9/25 7:00,3,0.04,63,22
2018/9/25 8:00,2.4,0.09,73,20.3
2018/9/25 9:00,2.9,0.17,82,19.4
2018/9/25 10:00,1.9,0.29,81,19.5
2018/9/25 11:00,2.7,0.32,77,19.9
2018/9/25 12:00,2.6,0.4,80,20.4
2018/9/25 13:00,3.1,0.59,82,20.7
2018/9/25 14:00,2.6,0.5,77,21.2
2018/9/25 15:00,2.5,0.29,73,21.6
2018/9/25 16:00,2.1,0.34,71,22.1
2018/9/25 17:00,2.2,0.25,72,21.7
2018/9/25 18:00,1.6,0.05,73,21.1
2018/9/25 19:00,1.3,0,73,20.6
2018/9/25 20:00,0,0,80,20.3
2018/9/25 21:00,0.6,0,84,19.9
2018/9/25 22:00,1.2,0,86,19.7
2018/9/25 23:00,1,0,85,20.2
2018/9/26 0:00,2.8,0,76,20.1
2018/9/26 1:00,3.3,0,70,19.8
2018/9/26 2:00,2.6,0,64,19.5
2018/9/26 3:00,2.9,0,60,19.5
2018/9/26 4:00,2.5,0,61,19.1
2018/9/26 5:00,2.9,0,60,19.1
2018/9/26 6:00,3.1,0,59,19.1
2018/9/26 7:00,3.3,0.12,59,18.9
2018/9/26 8:00,3.1,0.74,53,20.7
2018/9/26 9:00,3.4,1.4,52,21.9
2018/9/26 10:00,3.5,1.97,47,23.5
2018/9/26 11:00,2.6,2.08,46,24.7
2018/9/26 12:00,2.2,1.67,47,25.2
2018/9/26 13:00,2,0.68,48,25.1
2018/9/26 14:00,1,0.75,48,25.1
2018/9/26 15:00,2.4,0.35,67,22.5
2018/9/26 16:00,3.5,0.13,86,19.9
2018/9/26 17:00,4.1,0.02,91,19
2018/9/26 18:00,2.6,0,91,18.4
2018/9/26 19:00,0.9,0,92,18.8
2018/9/26 20:00,1.4,0,92,19
2018/9/26 21:00,1.2,0,91,18.7
2018/9/26 22:00,0.4,0,92,18.6
2018/9/26 23:00,4,0,92,18.7
2018/9/27 0:00,2.5,0,92,18.7
2018/9/27 1:00,1.3,0,92,18.9
2018/9/27 2:00,2.2,0,92,18.6
2018/9/27 3:00,2.9,0,92,17.9
2018/9/27 4:00,2.7,0,91,17.5
2018/9/27 5:00,2.7,0,91,17.1
2018/9/27 6:00,1.7,0,91,16.8
2018/9/27 7:00,2.6,0.04,90,17.1
2018/9/27 8:00,2.2,0.13,89,17.2
2018/9/27 9:00,1.7,0.23,90,17.4
2018/9/27 10:00,1,0.23,89,17.7
2018/9/27 11:00,2,0.72,81,18.4
2018/9/27 12:00,1.6,1.03,78,19.6
2018/9/27 13:00,1.9,1.22,67,20.6
2018/9/27 14:00,1.3,1.55,62,21.6
2018/9/27 15:00,2.3,1.37,60,22.5
2018/9/27 16:00,2.6,1.32,59,23
2018/9/27 17:00,3.2,0.7,59,22.4
2018/9/27 18:00,3.6,0.1,62,21.5
2018/9/27 19:00,3.6,0,64,20.8
2018/9/27 20:00,3.8,0,56,20.8
2018/9/27 21:00,3.1,0,59,20
2018/9/27 22:00,3.1,0,62,19.3
2018/9/27 23:00,2.8,0,66,18.6
2018/9/28 0:00,1.6,0,73,17.3
2018/9/28 1:00,2.1,0,72,17.5
2018/9/28 2:00,1.7,0,79,16.2
2018/9/28 3:00,1.9,0,75,16.6
2018/9/28 4:00,1.6,0,76,16.2
2018/9/28 5:00,2,0,80,15.6
2018/9/28 6:00,2.3,0.01,78,15.6
2018/9/28 7:00,1.6,0.39,77,16.1
2018/9/28 8:00,2.4,1.14,65,18.5
2018/9/28 9:00,2.8,1.86,56,20.6
2018/9/28 10:00,3.5,2.47,44,22.9
2018/9/28 11:00,2.3,2.86,41,25
2018/9/28 12:00,1.4,3.03,37,25.4
2018/9/28 13:00,2.4,2.96,30,26.3
2018/9/28 14:00,1.9,2.65,28,26.8
2018/9/28 15:00,1.5,2.12,27,26.7
2018/9/28 16:00,2,1.44,31,26.1
2018/9/28 17:00,4.8,0.65,45,25
2018/9/28 18:00,4.3,0.09,53,23.7
2018/9/28 19:00,4,0,56,22.5
2018/9/28 20:00,3.7,0,67,21.8
2018/9/28 21:00,3,0,71,21.2
2018/9/28 22:00,3.4,0,70,21
2018/9/28 23:00,2.8,0,72,20.8
2018/9/29 0:00,2.8,0,70,20.8
2018/9/29 1:00,2.2,0,68,21
2018/9/29 2:00,1.9,0,66,21.2
2018/9/29 3:00,1.6,0,68,20.9
2018/9/29 4:00,2.3,0,77,19.8
2018/9/29 5:00,3,0,86,19.1
2018/9/29 6:00,2,0,86,18.6
2018/9/29 7:00,1.3,0.05,89,18.6
2018/9/29 8:00,1.5,0.1,90,18.6
2018/9/29 9:00,2.7,0.2,86,18.8
2018/9/29 10:00,3.3,0.17,82,18.6
2018/9/29 11:00,2.6,0.33,82,18.8
2018/9/29 12:00,2.8,0.48,81,19
2018/9/29 13:00,3,0.32,84,18.5
2018/9/29 14:00,3.8,0.22,88,18.4
2018/9/29 15:00,3.7,0.18,90,18.1
2018/9/29 16:00,4.3,0.13,87,18.1
2018/9/29 17:00,2.3,0.05,91,18
2018/9/29 18:00,3.1,0.01,92,17.8
2018/9/29 19:00,3,0,92,17.9
2018/9/29 20:00,3.1,0,92,17.9
2018/9/29 21:00,1.8,0,93,17.7
2018/9/29 22:00,1.9,0,92,17.7
2018/9/29 23:00,2,0,91,17.7
2018/9/30 0:00,3.1,0,92,17.7
2018/9/30 1:00,2.7,0,92,17.7
2018/9/30 2:00,2.3,0,92,17.7
2018/9/30 3:00,1.6,0,92,17.7
2018/9/30 4:00,2,0,91,17.9
2018/9/30 5:00,1.4,0,92,18
2018/9/30 6:00,2.4,0,90,18
2018/9/30 7:00,2.4,0.17,89,18.4
2018/9/30 8:00,1.9,0.33,86,19.1
2018/9/30 9:00,1.8,0.78,86,19.5
2018/9/30 10:00,2.1,0.61,86,20.4
2018/9/30 11:00,1.6,0.62,83,21.3
2018/9/30 12:00,2.5,0.77,82,21.8
2018/9/30 13:00,1.8,0.25,89,22.7
2018/9/30 14:00,4.7,0.5,88,24.5
2018/9/30 15:00,6.5,0.36,87,25.1
2018/9/30 16:00,7.9,0.19,88,25.1
2018/9/30 17:00,8.5,0.08,79,26.1
2018/9/30 18:00,10.8,0,79,26.3
2018/9/30 19:00,11.8,0,88,24.5
2018/9/30 20:00,12,0,88,25
2018/9/30 21:00,13.1,0,90,24.8
2018/9/30 22:00,14.4,0,89,24.3
2018/9/30 23:00,6.9,0,90,24
2018/10/1 0:00,7.4,0,92,23.8
